text,sentiment
Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...,neutral
"Don`t have time to chat (sorry girls  Miss y`all!), but we have a new lawnmower... yeah, that was today`s highlight. Tomorrow is...",neutral
 RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,negative
Dang you internet. . . Its been down all night. . .,negative
http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,neutral
got caught in the rain outside. now im cold bbbbrrrrrrrrr,neutral
i`m about to munch on some more high calorie things!  they keep my brain working,neutral
"Morning ;Sports day today, and I have to do the three-legged race with   ; Mr Pettigrew said I`m not aloud to trip her up",neutral
" Union Square? Somerville? You`re better off with the 87. That probably helps you zero at this point, though.",neutral
Really nervous about my animal rights presentation next period,negative
so happy its friday...not so happy about this rain,positive
Mm. Goodnight. Going to play Rock Band 2 `til it`s time to watch SNL with Justin Timberlake.,neutral
super hungry... Dominos or martabak... both tempting and fattening,neutral
 hey Lonnie! I`ll be there next weekend  I can`t wait.,positive
 i looooove me some star trek. runs in the family,positive
" Good to see you hear as well, Andy!",positive
http://slingalink.com/eVicE1 my daughters kindergarden  !,neutral
so tired.   only need to be here another 30 minutes.,negative
" invite sent   You can now invite more collabs too, pass the word around",neutral
"Don`t know what to do right now...pretty bored, but I refuse to study. Any suggestions?",negative
" Kiran, Sorry about ur bad land`g: Hope ur neck feels better. At least, u didn`t break it like JD. Btw, ur in fine shape.",neutral
  cuss u siad u weren`t having it...lol,neutral
ok thats it.... sleep time,neutral
Mummy and Nathan not in today! On My Todd!,neutral
 I still have them!! Yay! Gonna eat some now,positive
 no panasonic charger.sorry,negative
 okay...just eat cookies && not share with me lol,neutral
Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow,neutral
 Thanks for the tip on otherinbox...  It won`t work with outlook for me...,positive
Just had a horrible experience with a dentist.  Had a crown made that doesn`t fit right and they won`t fix it or give back the money.,negative
oops i did it again...really shouldnt have.,negative
Good night you twitter people,positive
I feel lazy watching other people work on my roof!  Kat Woman OUT,negative
Ohhhhh Barcalona. Please dont ruin this  #bgt,positive
one of the estate agents next door just caught me singing along to wham,neutral
off to work... off at 10:30....lammmeeee,negative
"Hey the letter I sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow",neutral
Lack of plans for tonight  Anyone going out?,neutral
Going with Chantal to her aunt.,neutral
 I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,negative
goodmorning !,positive
" aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",positive
" wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD",positive
"Google going down means DoubleClick goes down too, means I can`t get any work done.",negative
Hate I am going to miss the tweet up this weekend,negative
" I`m a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?",neutral
Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,negative
_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,neutral
Making egg tart & Chinese egg pudding. Yum,positive
 You`re welcome...,positive
Im a bad blogger!! I have not blogged in weeks~ oops!,negative
TGIF!! Its a GORGEOUS day in Reno today. And I`m stuck inside.,neutral
Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,negative
"Depressing day today, have to pack as leaving ridiculously early tomoro.",negative
" I really like miller park too  too bad the cubs aren`t leading, hopefully they can get it together soon",neutral
 and welcome to dk  #jaoo,positive
 yes! My co-workers don`t go to bars with me,neutral
 what`s going on sweetheart?,positive
"My jeans that were once two inches too long are now about five inches too long. Holy cow, am I getting shorter?!?",negative
"  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",neutral
is a failure,negative
"man i just made a **** buger mmmmmmmmm  taste so **** delicious i love food, i eat my feelings lol",positive
i got stung. by a bee.,negative
 without ur tweets i feel lost hit me with something,negative
OUCH! my earphones just shocked me,negative
"  i didn`t get it. although, as it`s a religious thing i think i`ll let that one slip by...",neutral
Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,positive
 Think of the prize at the end. So sorry to hear that though.,negative
"Dear Mikey Robins: nah, you`ve heard it all before",neutral
"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe..",negative
 seems to have disappeared out of my life,negative
 Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways ,negative
" HAHA Amen! Im sooo **** hungry... And I hate knowing my weekends gonna be ****, when its supposed to be great",negative
 I think that may look a little silly -.- Also my camera is broken so no photo,negative
why do i turn red,neutral
proper cba with out!,neutral
Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,negative
With Aubrey at pearl!!!,neutral
_om 'If I should paint my fingernails green- oh and it just so happens I do paint them green...'  Marvelous,positive
It`s Mother`s Day! Went out to lunch to celebrate and then went shopping for a gift for my mom,positive
I am not feeling well,negative
 So sad. Your mom must be very shaken up. Peace and strength to her and the dear family that lost their little girl,negative
" wow,that must be sooo cool",positive
Came home after getting ratty in a shop with the staff and a blister on the foot. Meh,negative
" Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.",positive
Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don`t need the snack anyway.,neutral
 haha Mon...Do you really want me too send it?,neutral
"Cleaning out my desk, I`ve found a betting slip from three months ago, I stuck a tenner on #newcastle getting relegated. In the money",neutral
" indeed, we live a life on the edge of things, and one foot foul of the law!!",negative
has made herself officially unavailable to her best friend,negative
 I will later today since I have a planning for today,neutral
Happy Mothers Day to all the mom`s around  Hope you have a wonderful day!,positive
is tired on her friendster account.,negative
"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",neutral
has got grass all over him,neutral
"actually, i think i`m being mean to her....i feel sorry now",negative
Thanks to all who follow me  ... wish ya`ll the best ;),positive
Just saw up with my favorites and surprisingly it was way too sad,negative
 I`ll be back home on Monday.,neutral
" But I don`t wanna ruin it  Can`t I do it `spontaneously` first on paper, then copy that spontaneity onto the book? Please?!",neutral
Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor,neutral
@_enzo blech... thats a fail when you`re receiving dollars. I quoted a job in USD last month. i`m getting paid now = major losses,negative
 A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down,neutral
: Awwwwwwwwwwe  That okay. I missed bullet`s concert in toronto last summer `cause i had just gotten into them D:,neutral
 Grrrrrrrr................,neutral
 take a nap bedalii,neutral
Watching Ripley`s Believe it or Not while eating=bad choice,negative
sunnn finnalllyyy!!  aint slept :| need some sleep,neutral
 TY my friend. Yes ur right.... a daughter is a daughter forever.,positive
 anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',neutral
Just got up thinkin about how weird it is w/out our dog,negative
 insomniac over here as well,neutral
"It is so miserably hot, the a/c in my house is broken",negative
" white pointy shoes haha, and ah you got me excited about the enw drummer  youre mean!",neutral
 Yay! Tell her I said congrats,positive
I think my iPod touch may be breaking itself.,neutral
totally addicted to xbox carcassonne.  i also really love tomb raider legend.  and still badly NEED bolt.,positive
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",negative
 missed the cutoff for the free chocolate  eh well...bikini season is coming.....,negative
 I feel your pain. Mine is the same way,negative
" happy birthday, amber! hope it`s a great one...and - you`re far away from thirty...shhh...you`re making us 29`ers feel sad!",neutral
I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,positive
"After a week staying with my Grandmother, I`m home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",neutral
"Lady across the way had a miscarriage, say a prayer",neutral
